"b_id";"sg_id";"azimuth";"slope";"geometry"
342;2201;67.14123811998809;25.870135575686632;POLYGON ((720545.565 5364895.666, 720549.495 5364897.321, 720550.687 5364894.485, 720548.934 5364893.746, 720549.431 5364892.544, 720549.825 5364892.71, 720551.669 5364888.327, 720555.106 5364889.777, 720548.667 5364905.019, 720542.684 5364902.5, 720545.565 5364895.666))
192;1161;;0.0;POLYGON ((720577.688 5364948.848, 720583.52 5364951.258, 720581.763 5364955.274, 720575.971 5364952.845, 720577.688 5364948.848))
242;1414;67.0176911252849;24.265536028507142;POLYGON ((720578.991 5364906.356, 720574.998 5364915.771, 720572.925 5364910.339, 720575.274 5364904.797, 720578.991 5364906.356))
242;1450;-112.98230887471509;24.313031088197135;POLYGON ((720578.991 5364906.356, 720582.671 5364907.9, 720580.374 5364913.396, 720580.353 5364913.445, 720574.998 5364915.771, 720578.991 5364906.356))
242;1484;157.30594928906208;23.336859704578515;POLYGON ((720570.973 5364914.943, 720584.832 5364920.738, 720582.887 5364925.347, 720569.02 5364919.548, 720570.973 5364914.943))
242;1569;-22.69673243383255;23.342198786135356;POLYGON ((720586.772 5364916.139, 720584.832 5364920.738, 720570.973 5364914.943, 720572.925 5364910.339, 720574.998 5364915.771, 720580.353 5364913.445, 720586.772 5364916.139))
374;2132;-22.787720104181744;23.610858876440574;POLYGON ((720597.059 5364982.016, 720602.705 5364980.044, 720601.945 5364981.861, 720606.592 5364983.805, 720607.365 5364981.953, 720607.601 5364982.052, 720606.04 5364985.789, 720597.059 5364982.016))
374;2152;-112.77305011438283;21.50040237759734;POLYGON ((720600.556 5364973.686, 720604.649 5364975.401, 720602.705 5364980.044, 720597.059 5364982.016, 720600.556 5364973.686))
374;2195;157.2017154806996;23.596820529432335;POLYGON ((720597.059 5364982.016, 720606.04 5364985.789, 720604.598 5364989.242, 720604.499 5364989.479, 720599.251 5364987.271, 720591.414 5364983.984, 720597.059 5364982.016))
374;2309;67.2086400210882;21.493632485991583;POLYGON ((720600.556 5364973.686, 720597.059 5364982.016, 720591.414 5364983.984, 720596.457 5364971.969, 720600.556 5364973.686))
511;2655;-105.88326422733492;29.27531962627743;POLYGON ((720272.75 5364947.59, 720275.23 5364948.3, 720277.69 5364949, 720277.1 5364951.08, 720276.52 5364953.13, 720275.61 5364956.31, 720270.67 5364954.9, 720272.75 5364947.59))
511;2856;74.11673577266512;29.311956222241207;POLYGON ((720266.05 5364952.4, 720267.68 5364946.63, 720267.81 5364946.19, 720272.75 5364947.59, 720270.67 5364954.9, 720265.74 5364953.5, 720266.05 5364952.4))
241;1275;-22.749457649373227;27.86618979019032;POLYGON ((720560.204 5364985.397, 720561.765 5364981.649, 720563.213 5364982.256, 720563.711 5364981.064, 720569.652 5364983.528, 720569.795 5364983.186, 720571.589 5364990.171, 720560.204 5364985.397))
278;1591;165.25562064720958;34.881373356896546;POLYGON ((720300.27 5364999.2, 720289.91 5364996.47, 720291.002 5364992.311, 720301.364 5364995.038, 720300.27 5364999.2))
344;1847;66.95188018252796;23.404535070238197;POLYGON ((720520.82 5364959.984, 720522.389 5364960.817, 720525.601 5364953.164, 720528.961 5364954.576, 720521.092 5364973.071, 720516.118 5364970.932, 720520.82 5364959.984))
344;2035;-113.04725082289113;23.39994547641902;POLYGON ((720533.952 5364956.675, 720530.36 5364965.113, 720528.795 5364964.441, 720524.468 5364974.522, 720521.092 5364973.071, 720528.961 5364954.576, 720533.952 5364956.675))
438;2315;;0.0;POLYGON ((720546.335 5364962.055, 720552.52 5364964.65, 720551.151 5364967.909, 720544.967 5364965.305, 720546.335 5364962.055))
495;2553;-112.6913049366948;23.876840387006723;POLYGON ((720654.866 5364987.025, 720660.661 5364989.475, 720654.854 5365003.363, 720649.068 5365000.891, 720654.866 5364987.025))
495;2644;67.31130901852345;23.88199928823248;POLYGON ((720649.103 5364984.588, 720654.866 5364987.025, 720649.068 5365000.891, 720648.2 5365000.519, 720643.258 5364998.434, 720649.103 5364984.588))
338;1825;;0.0;POLYGON ((720572.819 5364976.015, 720573.833 5364973.603, 720577.429 5364975.105, 720579.941 5364976.163, 720577.434 5364982.181, 720571.296 5364979.619, 720572.819 5364976.015))
469;2462;74.51591610282429;27.388277267416136;POLYGON ((720255.6 5364979.22, 720257.22 5364973.43, 720262.79 5364975.009, 720261.188 5364980.796, 720255.6 5364979.22))
469;2516;-105.47354509351905;27.35170495668605;POLYGON ((720268.37 5364976.59, 720266.77 5364982.37, 720261.188 5364980.796, 720262.79 5364975.009, 720268.37 5364976.59))
568;3062;-112.59517065032064;33.17511857154786;POLYGON ((720582.751 5364957.99, 720588.737 5364960.49, 720583.669 5364972.664, 720579.238 5364970.801, 720577.693 5364970.153, 720582.751 5364957.99))
5;161;157.3031614793374;22.075289248099466;POLYGON ((720605.164 5364961.856, 720613.958 5364965.532, 720612.492 5364969.144, 720612.337 5364969.528, 720607.039 5364967.309, 720599.81 5364964.294, 720605.164 5364961.856))
5;360;-111.84276417279084;23.288533181949973;POLYGON ((720608.61 5364953.259, 720612.405 5364954.8, 720610.525 5364959.416, 720605.164 5364961.856, 720608.61 5364953.259))
5;419;-22.68552654467109;22.078977581075748;POLYGON ((720605.164 5364961.856, 720610.525 5364959.416, 720609.613 5364961.656, 720614.382 5364963.593, 720615.136 5364961.722, 720615.451 5364961.854, 720613.958 5364965.532, 720605.164 5364961.856))
5;480;68.17030723080751;23.288875269089772;POLYGON ((720608.61 5364953.259, 720605.164 5364961.856, 720599.81 5364964.294, 720604.847 5364951.732, 720608.61 5364953.259))
568;2898;67.42660487053749;33.1693132327425;POLYGON ((720573.932 5364962.305, 720576.385 5364963.322, 720579.222 5364956.516, 720582.751 5364957.99, 720577.693 5364970.153, 720571.713 5364967.643, 720573.932 5364962.305))
143;806;-22.977062846258605;15.77530002845495;POLYGON ((720593.809 5365002.326, 720596.773 5365000.257, 720596.739 5365000.337, 720598.245 5365000.976, 720597.092 5365003.718, 720593.809 5365002.326))
143;829;157.02293715374134;15.775014234260738;POLYGON ((720593.809 5365002.326, 720597.092 5365003.718, 720595.917 5365006.511, 720594.401 5365005.861, 720594.38 5365005.852, 720593.809 5365002.326))
143;950;67.0547221912494;24.22454964545102;POLYGON ((720594.279 5364991.679, 720589.21 5365003.664, 720584.054 5365001.483, 720589.117 5364989.5, 720594.279 5364991.679))
143;1041;-112.88504925635937;24.22678021876021;POLYGON ((720594.279 5364991.679, 720599.483 5364993.877, 720596.773 5365000.257, 720593.809 5365002.326, 720594.38 5365005.852, 720589.21 5365003.664, 720594.279 5364991.679))
406;2160;157.21888276319095;30.11927818433334;POLYGON ((720560.197 5364901.054, 720563.217 5364902.322, 720562.036 5364905.1, 720559.012 5364903.83, 720560.197 5364901.054))
406;2209;-22.775954523354756;30.111696100382275;POLYGON ((720561.382 5364898.277, 720564.396 5364899.547, 720563.217 5364902.322, 720560.197 5364901.054, 720561.382 5364898.277))
467;2367;;0.0;POLYGON ((720561.555 5364942.47, 720567.278 5364944.796, 720565.741 5364948.53, 720560.148 5364946.179, 720561.555 5364942.47))
12;470;-27.10598660551966;29.348118576888524;POLYGON ((720301.21 5364964.27, 720311.33 5364969.45, 720309.32 5364973.38, 720299.2 5364968.2, 720301.21 5364964.27))
12;573;152.8940133986585;29.346830947412855;POLYGON ((720297.51 5364972.35, 720297.173 5364972.178, 720297.726 5364971.093, 720299.16 5364968.3, 720299.19 5364968.22, 720299.2 5364968.2, 720309.32 5364973.38, 720309.31 5364973.4, 720307.31 5364977.34, 720297.51 5364972.35))
12;594;152.90392361718887;27.97364353793484;POLYGON ((720296.38 5364974.57, 720294.48 5364973.6, 720296.15 5364970.288, 720297.726 5364971.093, 720297.173 5364972.178, 720297.51 5364972.35, 720296.38 5364974.57))
538;2650;67.12851979389893;25.751812078951517;POLYGON ((720623.145 5364935.88, 720618.89 5364945.967, 720616.859 5364940.403, 720619.431 5364934.305, 720623.145 5364935.88))
538;2724;-22.840524223083833;24.151471092138948;POLYGON ((720630.619 5364946.215, 720628.865 5364950.362, 720615.103 5364944.566, 720616.859 5364940.403, 720618.89 5364945.967, 720624.292 5364943.534, 720630.619 5364946.215))
538;2801;-112.87148020610107;25.76358858080613;POLYGON ((720623.145 5364935.88, 720623.567 5364936.059, 720623.666 5364935.843, 720625.202 5364936.493, 720625.103 5364936.71, 720625.221 5364936.764, 720622.654 5364942.84, 720624.292 5364943.534, 720618.89 5364945.967, 720623.145 5364935.88))
538;2862;157.16113450887775;24.15624216301228;POLYGON ((720615.103 5364944.566, 720628.865 5364950.362, 720627.101 5364954.525, 720613.345 5364948.732, 720615.103 5364944.566))
58;529;-22.917465162631117;30.013685431169534;POLYGON ((720564.396 5364899.547, 720567.193 5364900.747, 720566.026 5364903.512, 720563.216 5364902.324, 720564.396 5364899.547))
384;2058;66.98820144997859;21.95027783175844;POLYGON ((720542.35 5364923.815, 720540.807 5364927.448, 720536.249 5364925.517, 720542.35 5364923.815))
384;2142;157.0414396676111;26.814373861011305;POLYGON ((720533.663 5364920.135, 720542.35 5364923.815, 720536.249 5364925.517, 720532.124 5364923.769, 720533.663 5364920.135))
384;2192;-22.95856033238894;26.80404354329373;POLYGON ((720533.663 5364920.135, 720535.222 5364916.453, 720535.557 5364916.596, 720535.061 5364917.758, 720539.314 5364919.556, 720539.633 5364918.803, 720542.35 5364923.815, 720533.663 5364920.135))
384;2303;-113.01459252259697;21.94790416874531;POLYGON ((720547.569 5364911.529, 720552.127 5364913.461, 720552.007 5364913.737, 720550.165 5364912.954, 720548.809 5364916.124, 720550.661 5364916.917, 720545.377 5364929.384, 720540.807 5364927.448, 720542.35 5364923.815, 720547.569 5364911.529))
384;2594;66.98458131510836;21.943846606378287;POLYGON ((720539.633 5364918.803, 720541.872 5364913.53, 720541.409 5364913.332, 720542.998 5364909.59, 720547.569 5364911.529, 720542.35 5364923.815, 720539.633 5364918.803))
520;2597;78.92724208399346;25.526722846579432;POLYGON ((720251.65 5364999.41, 720252.8 5364993.49, 720259.379 5364994.806, 720258.22 5365000.721, 720251.65 5364999.41))
520;2682;-101.08622392291923;25.526233339541804;POLYGON ((720265.95 5364996.12, 720264.78 5365002.03, 720258.22 5365000.721, 720259.379 5364994.806, 720265.95 5364996.12))
588;3011;;0.0;POLYGON ((720647.702 5364959.274, 720653.384 5364961.628, 720650.984 5364967.218, 720645.362 5364964.856, 720647.702 5364959.274))
1;219;-112.72144416467805;23.697438060995623;POLYGON ((720630.507 5364984.15, 720633.25 5364985.309, 720630.887 5364990.952, 720628.144 5364989.792, 720630.507 5364984.15))
561;3017;67.44447330768924;22.904422494073785;POLYGON ((720564.2 5364926.635, 720558.209 5364941.059, 720553.784 5364939.193, 720559.775 5364924.772, 720564.2 5364926.635))
561;3066;157.45803511970195;23.6809431208993;POLYGON ((720560.393 5364937.771, 720568.806 5364941.263, 720567.337 5364944.819, 720567.278 5364944.796, 720562.627 5364942.905, 720560.393 5364937.771))
561;3105;-22.541964880297996;23.687994796456664;POLYGON ((720560.393 5364937.771, 720565.625 5364935.721, 720564.881 5364937.525, 720569.284 5364939.339, 720570.046 5364937.507, 720570.312 5364937.618, 720568.806 5364941.263, 720560.393 5364937.771))
561;3116;-112.55552669231082;22.91919812596275;POLYGON ((720564.2 5364926.635, 720568.609 5364928.491, 720565.625 5364935.721, 720560.393 5364937.771, 720562.627 5364942.905, 720561.555 5364942.47, 720558.209 5364941.059, 720564.2 5364926.635))
1;265;67.28244371566458;23.700767864764146;POLYGON ((720627.744 5364982.981, 720630.507 5364984.15, 720628.144 5364989.792, 720625.411 5364988.636, 720627.744 5364982.981))
32;380;;0.0;POLYGON ((720605.599 5364928.118, 720608.357 5364929.257, 720606.069 5364934.793, 720603.311 5364933.654, 720605.599 5364928.118))
96;533;;0.0;POLYGON ((720569.981 5364901.887, 720573.025 5364903.168, 720570.674 5364908.742, 720567.631 5364907.461, 720569.981 5364901.887))
138;781;-22.476143720677527;22.040124556877828;POLYGON ((720678.218 5364983.686, 720676.904 5364987.068, 720683.888 5364989.954, 720682.029 5364994.437, 720670.751 5364989.771, 720672.609 5364985.288, 720674.002 5364981.939, 720678.218 5364983.686))
138;897;157.5238562793225;22.0415933266393;POLYGON ((720670.751 5364989.771, 720682.029 5364994.437, 720680.171 5364998.918, 720668.893 5364994.252, 720670.751 5364989.771))
223;1188;67.17387694666692;23.954023925352956;POLYGON ((720622.476 5364987.39, 720625.411 5364988.636, 720626.832 5364989.237, 720621.535 5365001.822, 720617.16 5364999.971, 720621.548 5364997.901, 720619.97 5364993.317, 720622.476 5364987.39))
223;1444;-112.82836254382264;23.954980612987924;POLYGON ((720626.832 5364989.237, 720630.887 5364990.952, 720631.202 5364991.085, 720625.904 5365003.671, 720621.535 5365001.822, 720626.832 5364989.237))
223;1593;-22.94206759491186;21.707774460041236;POLYGON ((720614.985 5364995.123, 720616.276 5364992.072, 720616.621 5364992.216, 720616.302 5364992.964, 720619.541 5364994.332, 720619.97 5364993.317, 720621.548 5364997.901, 720614.985 5364995.123))
223;1644;157.05793240508814;21.71009537597557;POLYGON ((720614.985 5364995.123, 720621.548 5364997.901, 720617.16 5364999.971, 720613.575 5364998.453, 720614.985 5364995.123))
356;1975;;0.0;POLYGON ((720613.814 5364931.773, 720616.523 5364932.91, 720614.315 5364938.189, 720611.586 5364937.061, 720613.814 5364931.773))
409;2073;-105.7811170337952;27.352552399351836;POLYGON ((720266.77 5364982.37, 720264.96 5364988.81, 720259.37 5364987.23, 720261.188 5364980.796, 720266.77 5364982.37))
409;2243;74.22175653490649;27.313633482379892;POLYGON ((720253.78 5364985.65, 720255.6 5364979.22, 720261.188 5364980.796, 720259.37 5364987.23, 720253.78 5364985.65))
479;2546;;0.0;POLYGON ((720608.357 5364929.257, 720611.115 5364930.396, 720611.106 5364930.636, 720608.838 5364935.923, 720606.069 5364934.793, 720608.357 5364929.257))
537;2806;;0.0;POLYGON ((720604.598 5364989.242, 720605.375 5364989.593, 720604.049 5364992.544, 720598.053 5364990.017, 720599.251 5364987.271, 720604.499 5364989.479, 720604.598 5364989.242))
605;3084;67.35642692052636;33.33093443239423;POLYGON ((720576.003 5364969.444, 720577.642 5364970.132, 720576.64 5364972.534, 720575.001 5364971.846, 720576.003 5364969.444))
605;3102;-112.63609612451089;33.44427095613814;POLYGON ((720577.642 5364970.132, 720579.238 5364970.801, 720578.229 5364973.201, 720576.64 5364972.534, 720577.642 5364970.132))
605;3129;67.35306325105188;32.713194494420875;POLYGON ((720572.344 5364967.908, 720576.003 5364969.444, 720575.001 5364971.846, 720571.341 5364970.312, 720572.344 5364967.908))
605;3150;;0.0;POLYGON ((720571.272 5364968.687, 720571.713 5364967.643, 720572.344 5364967.908, 720571.341 5364970.312, 720578.229 5364973.201, 720577.429 5364975.105, 720573.833 5364973.603, 720570.366 5364972.145, 720569.913 5364971.958, 720571.272 5364968.687))
58;413;157.081834803437;30.007020047851512;POLYGON ((720563.216 5364902.324, 720566.026 5364903.512, 720564.853 5364906.291, 720562.036 5364905.1, 720563.216 5364902.324))
4;131;75.23538497412224;3.2509211431656553;POLYGON ((720253.32 5364989.58, 720254.35 5364985.81, 720261.1 5364987.72, 720260.21 5364991.07, 720253.32 5364989.58))
48;386;;0.0;POLYGON ((720567.557 5364967.16, 720571.272 5364968.687, 720569.913 5364971.958, 720566.218 5364970.431, 720567.557 5364967.16))
98;687;;0.0;POLYGON ((720605.061 5364972.045, 720607.039 5364967.309, 720612.337 5364969.528, 720612.492 5364969.144, 720613.083 5364969.387, 720610.878 5364974.805, 720604.715 5364972.201, 720604.825 5364971.946, 720605.061 5364972.045))
171;1013;74.21338917679066;10.016582516970558;POLYGON ((720263.32 5364951.63, 720264.96 5364945.85, 720267.68 5364946.63, 720266.05 5364952.4, 720263.32 5364951.63))
226;1191;156.9336243033929;29.693083905866402;POLYGON ((720685.131 5364997.508, 720689.57 5364999.399, 720688.379 5365002.242, 720683.929 5365000.347, 720685.131 5364997.508))
226;1325;-23.073851625869878;29.69945648359736;POLYGON ((720686.335 5364994.665, 720690.754 5364996.569, 720689.57 5364999.399, 720685.131 5364997.508, 720686.335 5364994.665))
241;1322;157.25054235062674;27.859181413154005;POLYGON ((720560.204 5364985.397, 720571.589 5364990.171, 720567.185 5364992.73, 720561.909 5364990.523, 720561.246 5364992.099, 720557.986 5364990.72, 720560.204 5364985.397))
241;1417;67.28213963407327;34.924236215148454;POLYGON ((720569.795 5364983.186, 720571.296 5364979.619, 720575.306 5364981.293, 720571.589 5364990.171, 720569.795 5364983.186))
241;1669;-112.71423271366497;34.92499033697156;POLYGON ((720575.306 5364981.293, 720577.434 5364982.181, 720579.324 5364982.985, 720574.045 5364995.599, 720570.022 5364993.916, 720571.589 5364990.171, 720575.306 5364981.293))
241;1741;67.29436786682587;34.93636370521743;POLYGON ((720571.589 5364990.171, 720570.022 5364993.916, 720567.185 5364992.73, 720571.589 5364990.171))
116;647;-112.8096174456467;24.712906718814295;POLYGON ((720633.571 5364966.983, 720638.305 5364968.973, 720640.147 5364969.746, 720634.714 5364982.683, 720628.124 5364979.918, 720633.571 5364966.983))
116;798;67.13716617485787;24.71752700136851;POLYGON ((720623.688 5364972.054, 720627.371 5364973.609, 720630.673 5364965.762, 720632.061 5364966.347, 720633.571 5364966.983, 720628.124 5364979.918, 720621.535 5364977.153, 720623.688 5364972.054))
285;1499;74.01446695427705;4.064444352389444;POLYGON ((720281.48 5364952.35, 720277.1 5364951.08, 720277.69 5364949, 720275.23 5364948.3, 720276.18 5364945.3, 720282.56 5364948.58, 720281.48 5364952.35))
264;1541;-22.758487789830724;26.550575681041778;POLYGON ((720586.772 5364916.139, 720587.346 5364914.77, 720587.711 5364914.914, 720586.353 5364918.145, 720593.816 5364921.27, 720594.391 5364919.881, 720601.48 5364922.861, 720601.569 5364922.635, 720601.944 5364922.79, 720599.988 5364927.43, 720592.68 5364924.364, 720584.713 5364921.022, 720586.772 5364916.139))
264;1900;157.23999074461432;26.555054143909757;POLYGON ((720598.038 5364932.056, 720597.674 5364931.902, 720597.762 5364931.685, 720594.799 5364930.44, 720592.68 5364924.364, 720599.988 5364927.43, 720598.038 5364932.056))
264;2036;157.24290785567717;26.55208956131679;POLYGON ((720582.887 5364925.347, 720584.713 5364921.022, 720592.68 5364924.364, 720586.85 5364927.101, 720586.885 5364927.015, 720583.251 5364925.511, 720583.162 5364925.738, 720582.788 5364925.583, 720582.887 5364925.347))
264;2237;-112.86385696062912;28.990072661851393;POLYGON ((720592.68 5364924.364, 720594.799 5364930.44, 720593.429 5364929.864, 720590.37 5364937.172, 720588.676 5364936.455, 720587.746 5364936.065, 720592.68 5364924.364))
264;2269;67.13614303937092;28.997556686516646;POLYGON ((720592.68 5364924.364, 720587.746 5364936.065, 720583.831 5364934.423, 720586.85 5364927.101, 720592.68 5364924.364))
494;2469;67.26163646417243;21.358257705537483;POLYGON ((720532.594 5364947.433, 720531.027 5364951.172, 720526.627 5364949.319, 720532.594 5364947.433))
494;2557;157.15065805516815;24.722007426808545;POLYGON ((720523.125 5364943.443, 720532.594 5364947.433, 720526.627 5364949.319, 720521.551 5364947.18, 720523.125 5364943.443))
494;2578;-112.76978914010431;21.353150647881435;POLYGON ((720538.001 5364934.548, 720542.409 5364936.405, 720535.434 5364953.029, 720531.027 5364951.172, 720532.594 5364947.433, 720538.001 5364934.548))
494;2770;67.24584361757815;21.365420963786434;POLYGON ((720529.76 5364941.831, 720533.606 5364932.696, 720538.001 5364934.548, 720532.594 5364947.433, 720529.76 5364941.831))
494;2836;-22.84934194483182;24.719935543401476;POLYGON ((720523.125 5364943.443, 720524.717 5364939.666, 720524.943 5364939.755, 720524.447 5364940.937, 720529.281 5364942.968, 720529.76 5364941.831, 720532.594 5364947.433, 720523.125 5364943.443))
613;3072;74.2785179752997;26.8674721889076;POLYGON ((720258.63 5364968.43, 720259.23 5364966.3, 720263.18 5364967.41, 720262.607 5364969.464, 720264.245 5364969.929, 720262.811 5364975.016, 720262.79 5364975.01, 720257.22 5364973.43, 720258.63 5364968.43))
357;1885;-117.30285909617001;40.692477087095355;POLYGON ((720339.87 5364993.22, 720335.12 5365002.47, 720331.379 5365000.542, 720336.15 5364991.3, 720339.87 5364993.22))
357;1999;62.769894407433696;40.54326306173663;POLYGON ((720327.65 5364998.62, 720332.41 5364989.37, 720336.15 5364991.3, 720331.379 5365000.542, 720327.65 5364998.62))
424;2223;157.21238401956634;25.086767932008314;POLYGON ((720552.965 5364959.589, 720560.256 5364962.652, 720558.379 5364967.111, 720555.672 5364965.974, 720552.965 5364959.589))
424;2313;-22.78761598043363;25.082088543890862;POLYGON ((720552.965 5364959.589, 720559.433 5364957.062, 720562.131 5364958.199, 720560.256 5364962.652, 720552.965 5364959.589))
424;2510;-112.85146996479286;24.48323528043072;POLYGON ((720555.304 5364951.269, 720560.835 5364953.203, 720559.378 5364956.67, 720559.565 5364956.747, 720559.455 5364957.01, 720559.433 5364957.062, 720552.965 5364959.589, 720555.672 5364965.974, 720552.52 5364964.65, 720550.094 5364963.632, 720555.304 5364951.269))
424;2591;67.1541409479814;24.475641532901506;POLYGON ((720544.513 5364961.283, 720550.525 5364947.013, 720554.337 5364948.624, 720553.487 5364950.633, 720555.304 5364951.269, 720550.094 5364963.632, 720546.335 5364962.055, 720544.513 5364961.283))
567;2798;;0.0;POLYGON ((720633.117 5364963.687, 720633.182 5364963.559, 720639.425 5364966.185, 720638.305 5364968.973, 720632.061 5364966.347, 720633.117 5364963.687))
625;3099;67.13285084368653;22.411640098259483;POLYGON ((720545.958 5364968.974, 720542.219 5364977.849, 720536.652 5364979.914, 720541.967 5364967.299, 720545.958 5364968.974))
625;3138;-22.72827920028334;23.729767850703098;POLYGON ((720542.219 5364977.849, 720547.789 5364975.779, 720547.043 5364977.539, 720552.742 5364979.964, 720553.525 5364978.133, 720553.78 5364978.243, 720552.193 5364982.027, 720542.219 5364977.849))
